pid,desc,capperc,cap
65,"At The Bradley at Braddock Road Station, you?ll discover fresh new apartments just steps from the Braddock Road Metro. Enjoy easy access to the Yellow and Blue lines, expansive views of historic Old Town Alexandria and endless amenity spaces. Our pet friendly, one- and two- bedroom apartment homes feature gourmet kitchens with upscale finishes, plank-style flooring and gorgeous, floor-to-ceiling windows. When you live at The Bradley, you?ll enjoy an apartment experience tailored to your lifestyle.",0.0,0.0
66,"The Porter Del Ray is a brand new apartment community located in the Del Ray neighborhood of Alexandria, Virginia, that's convenient to Potomac Yard, Old Town, and downtown DC. We're a quick walk to the Braddock Road metro stop. Alexandria's Del Ray neighborhood is a truly unique, vibrant place to call home. Known for its independent retail shops, holistic health stores, street festivals and chef-driven restaurant scene, Del Ray has a character all on its own. And with The Birchmere legendary music venue just around the corner, you'll never have a dull moment, nor a dull meal, living at The Porter Del Ray!",0.01,1.0
67,"Location and convenience are the cornerstones of The Kingsley. Add to that spacious, light-filled apartment homes with beautiful finishes and great amenities, and make this the spot you call home. Shopping, dining and nightlife are steps away, not to mention the brand new Harris Teeter located on site.",0.0,0.0
68,"Cruise into comfortable living at The Shelby in Alexandria, Virginia. Perfectly positioned just a half mile from the Huntington Metro, you?ll find nothing is out of reach. When you?re done exploring, come home to classic style with handcrafted modern touches. Apartments at The Shelby feature gourmet, chef-inspired kitchens, imported white rose granite countertops, Kaindl wood plank flooring, porcelain tiled bathrooms and keyless entry. Entertain your friends in our sprawling amenity spaces, adorned with over 100 works of original, local art from over 40 commissioned artists from in and around Alexandria. At The Shelby, your home is your oasis",0.0,0.0
69,"Bordering historic Old Town Alexandria, just outside the District of Columbia, Cameron Court provides the lifestyle you're looking for in the perfect location. Spacious townhomes and apartments with traditional charm coupled with modern conveniences and state-of-the-art amenities provide the perfect mix of comfort and convenience. Not only is your apartment at Cameron Court a wonderful place to come home to, you can enjoy a vast array of services in the neighborhood as well. The surrounding Alexandria area is filled with excellent schools, healthcare facilities, hotels, travel agencies, clubs and other vital services. There's also a multitude of entertainment options nearby, including movie theaters, golf courses, shopping malls, beauty salons and fine dining.",0.0,0.0
70,"Tucked in the esteemed neighborhood of Old Town, Alexandria, Clayborne is a boutique apartment community that offers personalized service that just cannot be found in a large scale building. It's a place where the staff and residents learn each other's names. Take a step inside and you'll be in awe of the glowing hard-wood floors and upscale granite countertops. Not to mention, the lush amenities including a fitness center, rooftop lounge and library. Step outside and you won't be disappointed. Clayborne is surrounded by cultural attractions, unique upscale shops and devine restaurants. It's time to experience elegant living, Old Town style. Schedule a Tour",0.0,0.0
71,"The perfect place for you. Convenient and cool, a new apartment community designed to enhance your lifestyle. Filled with upscale amenities and close to the many shops and restaurants of Old Town. This place is a virtual utopia.",0.0,0.0
72,"The Summit Apartments; our stunning, renovated community of apartments in Alexandria, Virginia, is only four minutes from Old Town Alexandria waterfront, ten minutes from downtown DC and just over a mile from the Van Dorn Street Metro. So you will spend less time getting places and more time doing the things you love. Our apartments in Alexandria, VA offer plentiful walk-in closets, panoramic window views and huge breathtaking wrap-around balconies. The unique layouts of our upscale, newly renovated apartments for rent in Alexandria include stainless steel appliances, track-lighting and gorgeous cherry cabinets in the kitchen and baths. At The Summit, the feeling of being pampered goes far beyond our extra touches in your apartment. You can enjoy your free time playing tennis or volleyball, swim in our sparkling pool, work out in our brand new fitness center, or relax in our internet cafe. If you are searching for Alexandria, VA apartments for rent, find your new home at The Summit.",0.02,1.0
73,"The Elms at Kingstowne apartment homes provide the perfect combination of convenience and retreat. Here, you'll enjoy a unique private setting that offers generous living space with the comforts of home and provides the hassle free lifestyle you deserve. An Award winning team of professionals consistently delivers a warm and genuine approach to caring for our residents. Convenient to Ft. Belvoir, INOVA, SAIC, and the Patent Trademark Office, to name a few, The Elms at Kingstowne provides quick access to local shopping, major highways and The Kingstowne Community and Recreational Centers! The Elms teams is not just committed to providing an exceptional customer experience, we work to build a sense of community with regular resident events, blood drives and activities. Live the Legend Difference at The Elms at Kingstowne!",0.02,1.0
74,"Command Attention.Get a Fresh Look at the Graham. Get noticed at the all-new The Graham at Southern Towers. Located just off I-395 in Alexandria, at The Graham you will be moments from shopping and dining at Shirlington and Bailey's Crossroads and just across the street from the Mark Center Transit Station. Take an express bus straight from our front door to the Yellow or Blue Line at the Pentagon Metro Station or take in the view from your bright, airy apartment ? it's been renovated inside and out with chic new finishes and fixtures. See and be seen, getting pumped in the new fitness center or hosting a barbeque on the walk-out terrace, just off the spacious, chic clubroom. Your new home at The Graham is sure to turn some heads.",0.0,0.0
